 新北市,1946.69
 臺北市,9818.16
 桃園市,1818.96
 臺中市,1265.93
 臺南市,859.55
 高雄市,939.59
 宜蘭縣,212.36
 新竹縣,390.19
 苗栗縣,301.52
 彰化縣,1189.34
 南投縣,121.04
 雲林縣,531.46
 嘉義縣,266.37
 屏東縣,297.38
 臺東縣,62.28
 花蓮縣,70.86
 澎湖縣,823.24
 基隆市,2788.17
 新竹市,4278.67
 嘉義市,4475.12
 金門縣,918.35
 連江縣,453.33
